filename	transcription
common_voice_ca_30957086.wav	les mitjanes mòbils exponencials destaquen els canvis recents en el preu d'un aquí
common_voice_ca_31340503.wav	utilitzeu barres inclinades normals no invertides
upc_ca_pau_101007.wav	el segon tipus de cartografia que treballem és la cartografia operativa vegeu la figura xii
common_voice_ca_19937250.wav	ciceró considera per damunt de miró
common_voice_ca_30783842.wav	no van fer càlcul amb els seus números
upc_ca_ona_100061.wav	i precisament per aquest motiu no es podrà implantar sempre hem dit que qualsevol iniciativa que vagi encaminada a fer una m català o un sistema de mesurament per les emissores catalanes
common_voice_ca_31261336.wav	amb la llarga caminada i em sentia cansat aclaparat rebatut
common_voice_ca_31325473.wav	torra podrà mantenir els
common_voice_ca_18489699.wav	des d'ahir que la tia no s'acaba de trobar bé
upc_ca_pau_101080.wav	de fet divendres passat vaig tornar doncs de la zona fronterera entre frança i andorra des de la zona que comprèn la carretera que va des de llúria fins a tivissa que és on s'acumulen bona part dels camps de refugiats tant a la part francesa com a la part andorrana
upc_ca_ona_100036.wav	digues no miri és un esquizofrènic com podria ser diabètic però no és diabetis és esquizofrènic i punt
upc_ca_pau_101019.wav	no dubti que si vostè em pregunta en qualsevol moment sobre l'estat d'aquests dos assumptes judicials en què està personada la generalitat de catalunya jo de tot el que em demani informació i transparència els donaré
common_voice_ca_31325807.wav	era un noi encantador un verí per la caballé
common_voice_ca_31351008.wav	el seu retorn fou membre del consell d'estat i del consell suprem de guerra
upc_ca_ona_100079.wav	ja està ja els hem tornat però no parlem de mercadeig polític ni hem de parlar de mercadeig polític perquè del que estem parlant és de finances públiques i d'ajuts i de temes molt seriosos que seria bo que no saltés cap tipus de frivolitat
upc_ca_pau_101008.wav	és a dir la primera és anem a l'emergència movem mitjans dins de la vergència treballem dins de la matèria
upc_ca_ona_100084.wav	jo amb el permís dels meus companys vaig dir a l'inspector d'aquí de la via laietana que amb això no hi estaven d'acord
upc_ca_ona_100024.wav	s'adona que no té més temps i diu gràcies senyor president i no dóna la solució definitiva que tots esperem que sigui millor
common_voice_ca_31121143.wav	ruc el sis trenta-sis cinquanta-tres seixanta-vuit vuitanta-nou
common_voice_ca_31292778.wav	apunta la gent del número de la feia amortidor si be xics trenta-set qui canta quatre cinquanta-un
upc_ca_ona_100085.wav	si ens presenten un document oficial conforma nosaltres autoritzem a fer la prova de la dena perquè no ens presenten un document oficial dient que hem fet la prova de la veïna adéu cinc un mil cadàvers i el nostre no contrastar amb això
common_voice_ca_31391614.wav	planta mare es diu fluir quadre c i p r
common_voice_ca_31337809.wav	josep fuster noguera va ser un dirigent esportiu nascut a barcelona
common_voice_ca_31339338.wav	de pravia té unes característiques comunes amb la regió central occidental del pa
common_voice_ca_31340683.wav	tu també seus
common_voice_ca_31760199.wav	dilluns n'adona anirà a castell platja d'aro
common_voice_ca_31345308.wav	el fenomen de l'electricitat atmosfèrica pot ser de tres
common_voice_ca_31239887.wav	a pits fil massachusetts
upc_ca_ona_100022.wav	en tot cas ells tindran a partir d'ara un vuitanta-set per cent de les accions i a nosaltres només ens quedarà un xiii un xiii sí perquè tenien als cinquanta-dos més el trenta-cinc coma vuitanta-set quedem amb el xiii
upc_ca_pau_101087.wav	finalment plantegem que mentre no es faci aquest nou pla director amb aquests criteris que nosaltres plantegem doncs no hi hagi més nous camps de golf en el territori català
common_voice_ca_20170673.wav	es decora amb elements nadalencs com a boles llums de nadal figuretes i esos
upc_ca_ona_100070.wav	per tant votarem favorablement aquesta proposició no de llei a més tenen un component pedagògic que realment és d'agrair
upc_ca_ona_100031.wav	si fossin il·legals quan nosaltres en el mes de gener comentem amb el cac que analitzin si és il·legal o no el que estem fent nosaltres l'hauríem retirat en el mateix moment en què el cac que ens hagués dit que era il·legal que no ens ho ha dit que no ens ho ha dit
upc_ca_pau_101102.wav	el nostre grup parlamentari votarà a favor del punt o a i ho bé però en canvi no podrà donar recolzament als altres tres punts
upc_ca_pau_101016.wav	vostè ens ha vingut a dir que hi ha unes grans diferències entre la uab ser i la comissió
common_voice_ca_31820637.wav	dijous nasser anirà granel
upc_ca_ona_100058.wav	semblaria foc congruent que avui aprovéssim amb un grup parlamentari aquesta pretensió ignori cim que hi ha una ponència que està treballant sobre la llei que ha de regular aquest servei s'hauria de reconduir a la ponència que tenim oberta per fer la llei
upc_ca_pau_101011.wav	pregunta al consell executiu a respondre oralment en comissió sobre els terminis de la connexió amb europa a través del kgb
upc_ca_pau_101088.wav	ni amb la incorporació dels criteris perquè no seria base d'un govern a l'ombra o d'un govern doncs des de l'oposició sinó d'un govern que governa
upc_ca_pau_101104.wav	és perquè totes les comarques puguin arribar a saber cap a on anem i cap a on ens encaminem i amb quines prioritats
common_voice_ca_31351009.wav	enric bayerri i perdoneu va ser un historiador nascut a tortosa
common_voice_ca_30806019.wav	individus de bitllet s'ha espatllat
common_voice_ca_30899625.wav	jo no menjo mai peix per principi
common_voice_ca_31297951.wav	també era la mare de soca
common_voice_ca_31315526.wav	sabria montserrat roig va ser un traductor nascut a olesa de montserrat
upc_ca_ona_100046.wav	però el més greu amb relació a les dades d'intensitat de pas de vehicles és que d'aquests vehicles concretament tres mil sis-cents quaranta-dos s'estima que seran vehicles pesants
upc_ca_ona_100020.wav	l'accident de trànsit avui a catalunya és la primera causa de mortalitat de cinc trenta-quatre anys entre els catalans i les catalanes
common_voice_ca_31159651.wav	mariàngels partir de dijous és una nedadora nascuda a l'hospitalet de llobregat
upc_ca_pau_101071.wav	b la necessitat d'una escola de primària vallgorguina consell de vallgorguina està claríssim
upc_ca_pau_101105.wav	fa tres anys no tenia les dues bessones les dues bessones de sis anys han arribat ara no no és cert l'any que ve hi haurà xiii nens
upc_ca_pau_101081.wav	un registre de totes aquelles persones que sense sostre van a un menjador van algun lloc a dutxar-se i van a canviar-se de roba
common_voice_ca_31107623.wav	vaig al passatge de roca
common_voice_ca_30783618.wav	com puc arribar al carro de l'àguila número trenca
common_voice_ca_30788569.wav	va nomenar empedrat vistes com centralistes a càrrecs importants
common_voice_ca_31320917.wav	la va escriure i dirigir el director de cinema cubà llum i caça
common_voice_ca_31308015.wav	o polític nascut a rubí
common_voice_ca_31257236.wav	venceslau berguedà posat les piles d'un raonament de preus mesos però tocar el germà escola fedac
common_voice_ca_31192759.wav	va ser nominada a l'oscar del festival internacional de cinema de barri
common_voice_ca_31497486.wav	vicenç miquel pou vell va ser un pintor nascut a sabadell
upc_ca_pau_101074.wav	ara deixin dir dues coses de gran discrepància entre vostès i nosaltres dues només dues de les moltes més que hi podria haver però només dues molt importants
common_voice_ca_31634015.wav	alfonso ser millors és un polític nascut el sol
upc_ca_pau_101005.wav	jo m'atreveixo a dir que era una selecció de quotes ideològica ideologies tant el millor sentit de la paraula
upc_ca_ona_100023.wav	doncs no enganyem la gent anem a la història vegem exactament què és el que ha passat vegem que aquesta va ser una solució només d'uns mesos de la direcció de la tm
common_voice_ca_31809241.wav	host blau i na blanca iran a soriguera
common_voice_ca_31352054.wav	es van escriure tres programes per avorrir
upc_ca_pau_101043.wav	però sí que ho remenem i ho treballarem és que la taxa aquesta taxa creada per anar a pescar per anar a fer un esport que som els únics que paguem per fer un esport
common_voice_ca_31226001.wav	la finestra de la planta baixa estan cobertes enreixat de ferro forjat
upc_ca_ona_100083.wav	i ell només se'n recorda del nom li diuen que vagi a la policia i el diu que no sap on és i què no se'n recorda
common_voice_ca_31324791.wav	la meva mare es diu diem entrena e n t r p m
common_voice_ca_31063225.wav	les llindes de les balconades del primer pis destaquen dels altres per la seva ornamentació
common_voice_ca_31391064.wav	afegeix a l'agenda el número de julio barregeu-ho vuitanta-set seixanta-vuit setanta-quatre xvi
common_voice_ca_30798367.wav	m'agradaria anar de porrera hem tret
upc_ca_pau_101027.wav	nosaltres diem fem-ho al revés exactament al revés fem-ho a través del camí de la incentiu fiscal
upc_ca_pau_101023.wav	vegem que aquesta va ser una solució només d'uns mesos de la direcció de late m
common_voice_ca_31501024.wav	aleshores jaume dels baus reclamar la legítima titularitat del principat
upc_ca_pau_101038.wav	i ves per on aquest debat polític i acadèmic i academicista de federalisme ha trobat un millor acomodament en aquesta invasió i la interferència de les noves tecnologies concretant pedaços de federalisme
upc_ca_pau_101041.wav	per exemple al país basc nou d el país basc va allà o a castella lleó
upc_ca_pau_101033.wav	escolti vostè diu que el mapa de recursos no valia o i tant que no valia
common_voice_ca_31319267.wav	per citar les seves paraules ni tan sols per a restaurar el meu rei
common_voice_ca_23925403.wav	el període neogen segueix el període belluguet i precedeix el període quota
common_voice_ca_30746866.wav	els sentiments es consideren apropiats si encaixen en la situació actual
upc_ca_pau_101029.wav	aquesta llei contemplarà la situació de les vint-i-nou mil persones que reben pensions no contributives de jubilació o les trenta haurà mil persones que reben pensions no contributives d'invalidesa
upc_ca_pau_101024.wav	s'adona que no té més temps i diu gràcies senyor president i no dóna la solució definitiva que tots esperem que sigui via
upc_ca_pau_101035.wav	i sàpigues que des del meu punt de vista el que passarà serà que el proper govern al decidiran els ciutadans de catalunya les urnes i d'aquí un any i mig
common_voice_ca_30759191.wav	ha comprat una li de
upc_ca_pau_101015.wav	tot i que també de dir que som coneixedors de l'àmbit de l'espai que té i aquest centre d'assistència primària de palafrugell i probablement en podríem dir que no hi cap
common_voice_ca_30949777.wav	l'estació més propera és l'estació de tren de bo
upc_ca_pau_101040.wav	el segon grup representaria un total entre un deu i quinze per cent dels casos de les onze pel pati és es pugi formes transmissibles humanes i es deuen a una mutació del gen que codifica el prior
common_voice_ca_31553529.wav	és considerat un dels màxims responsables de l'holocaust a letònia
upc_ca_ona_100090.wav	el que sí hem fet ha estat anar intentant reconduir-lo perquè no fos tan dolent com el principi
common_voice_ca_31233148.wav	sis anys després posa a treballar a la casa de la fórmula obtenció de montenegro
common_voice_ca_31340770.wav	dani garcía garcía dir jugador de bàsquet nascut a mataró
upc_ca_pau_101055.wav	quedo al·lucinat és el que ens proposen les confraries d'acord això ja ho sé que és el que els proposa les confraries
upc_ca_ona_100009.wav	penso que és més com a mínim pedagògic sobretot per a vostès que no pas escoltar un rotllo d'una hora llegit d'un paper
upc_ca_ona_100088.wav	ni amb la incorporació dels criteris perquè no seria base d'un govern a l'ombra o d'un govern doncs des de l'oposició sinó d'un govern que governa
upc_ca_ona_100027.wav	nosaltres diem fem-ho al revés exactament al revés fem-ho a través del camí de l'incentiu fiscal
upc_ca_ona_100017.wav	tot i això sembla que vostès tenen una estreta relació amb la uab ser i que a més a més els agraeix als informes enviar
upc_ca_pau_101065.wav	hom imaginar el que desitja hom obté el que imagina i finalment hom creia que vol
common_voice_ca_31773181.wav	demà passat en drac i de blau aniran al final m
upc_ca_pau_101050.wav	evidentment si no s'ha fet nosaltres continuem insistint que és necessari que es faci i per tant hem de donar suport a aquesta proposició no de llei però recordant això que estem duplicant un mandat que ja existia de l'any noranta-sis
common_voice_ca_31455911.wav	la sol·licitud antic hila impedir els nomenaments presidencials dels anys divereses
common_voice_ca_31195246.wav	va ser convidat a pas i ens ali per seus treballs revolucionaris
upc_ca_pau_101067.wav	quants es mantenen
upc_ca_pau_101017.wav	tot i això sembla que vostès tenen una estreta relació amb la uab c i que a més a més els agraeix als informes enviat
common_voice_ca_31118283.wav	eren calvinistes estrictes
upc_ca_ona_100039.wav	per tant potser vindrà però també doni'm un cert marge de capacitat i de confiança en l'equip de la conselleria per intentar evitar que no arribi
upc_ca_pau_101107.wav	evidentment millorant les evidentment dotant-les evidentment dotant-les amb termes tecnològics i materials
common_voice_ca_31783827.wav	dissabte en pere ira el metge
common_voice_ca_31355082.wav	un aljub ful stop en endolls voltatge i feia en un magatzem
common_voice_ca_30957864.wav	la comunitat no constituïdes cinco es troba la ciutat
common_voice_ca_30957977.wav	la sang també es pot treure d'un catèter arterial
upc_ca_ona_100011.wav	pregunta al consell executiu a respondre oralment en comissió sobre els terminis de la connexió amb europa a través del teixit
common_voice_ca_19928655.wav	es troba a la part del cost i el nord de la part dels
common_voice_ca_31241514.wav	la mida varia en funció de la família de la qual parlem
upc_ca_ona_100086.wav	debat i votació del grup parlamentari d'iniciativa per catalunya-verds juntament amb un altre diputat
common_voice_ca_30943492.wav	per cert la filtració d'economies un acord la vinya acció de vent que dues línies sap s'allargà fins a sota
common_voice_ca_31302766.wav	benet ribas i calar va ser un monjo i arxiver nascut a barceló
common_voice_ca_19034690.wav	el dia som missió opcions a concessió
upc_ca_ona_100006.wav	si algú té alguna pregunta la faria si no ho repeteixo donaríem per acabada aquesta primera part de la reunió i acomiadar ahir amb les persones que han vingut a comparèixer
common_voice_ca_31430396.wav	m'agradaria anar a la font d'en carròs
upc_ca_ona_100007.wav	el segon tipus de cartografia que treballem és la cartografia operativa vegeu la figura xii
upc_ca_ona_100005.wav	jo m'atreveixo a dir que era una selecció de quotes ideològica ideologisme en el pitjor sentit de la paraula
common_voice_ca_31340186.wav	centenars de milers més van fugir de la
common_voice_ca_18489700.wav	venim de canals
common_voice_ca_31326639.wav	ramon de nicolau japó va ser un doble i empresari nascut arreu
upc_ca_ona_100040.wav	el segon grup representaria un total entre un deu i quinze per cent dels casos de les encefalopatia espongiforme es transmissibles humanes i es deuen a una mutació del gen que codifica el prior
upc_ca_pau_101063.wav	en aquest sentit li donem senyor conseller ara sí que em dirigeixo a vostè ple suport
upc_ca_ona_100013.wav	això no vol dir que la xarxa no ha de ser flexible flexible per als diferents menors que hi ha no només flexible entre els autòctons i els que vénen sols i és que també entre els autòctons i hauria d'haver flexibilitat
upc_ca_pau_101058.wav	semblaria poc congruent que avui aprovéssim apunt grup parlamentari aquesta pretensió ignorar jim que hi ha una ponència que està treballant sobre la llei que ha de regular aquest servei s'hauria de reconduir la ponència que tenim oberta per fer i la llei
common_voice_ca_31360128.wav	canvis va rebre la influència del geòmetra h fa mal
common_voice_ca_31265085.wav	els observatoris individuals del sistema participen amb el que serveix de manera voluntària
upc_ca_ona_100018.wav	i no dubti que quan jo tingui notificació de qualsevol control intern ho torno a dir impulsats per la mateixa conselleria liu
upc_ca_ona_100054.wav	nosaltres en aquests moments no demanem ja protecció com demanava sempre al sector tèxtil protegir-los protegir-los no en aquests moments no demanem protecció no la volem i ho dic en veu alta
upc_ca_ona_100080.wav	de fet divendres passat vaig tornar doncs de la zona fronterera entre frança i andorra des de la zona que comprèn la carretera que va des de llúria fins a tivissa que és on s'acumulen bona part dels camps de refugiats tant a la part francesa com a la part andorrana
upc_ca_ona_100000.wav	igualment la regulació de la conservació de la història clínica permetrà resoldre casos que a hores d'ara van arribant d'un en un
common_voice_ca_31365352.wav	
